Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Status
brazil-brazil-94_96-away-size-s-xxl,Brazil 94_96 Away (Size S-XXL),<p>Camiseta Brazil 94_96 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:away,temporada:94-96",TRUE,Size,S,BRAZIL---9496--S,14,77340.00,108276.00,,active
brazil-brazil-94_96-away-size-s-xxl,,,,,,,Size,M,BRAZIL---9496--M,16,77340.00,108276.00,,active
brazil-brazil-94_96-away-size-s-xxl,,,,,,,Size,L,BRAZIL---9496--L,15,77340.00,108276.00,,active
brazil-brazil-94_96-away-size-s-xxl,,,,,,,Size,XL,BRAZIL---9496--XL,27,77340.00,108276.00,,active
brazil-brazil-94_96-away-size-s-xxl,,,,,,,Size,XXL,BRAZIL---9496--XXL,11,77340.00,108276.00,,active
brazil-brazil-black-13_14-size-s-xxl,Brazil Black - 13_14 (Size S-XXL),<p>Camiseta Brazil Black - 13_14 (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:home,temporada:13-14",TRUE,Size,S,BRAZIL-----S,13,79883.00,111836.00,,active
brazil-brazil-black-13_14-size-s-xxl,,,,,,,Size,M,BRAZIL-----M,24,79883.00,111836.00,,active
brazil-brazil-black-13_14-size-s-xxl,,,,,,,Size,L,BRAZIL-----L,21,79883.00,111836.00,,active
brazil-brazil-black-13_14-size-s-xxl,,,,,,,Size,XL,BRAZIL-----XL,13,79883.00,111836.00,,active
brazil-brazil-black-13_14-size-s-xxl,,,,,,,Size,XXL,BRAZIL-----XXL,24,79883.00,111836.00,,active
brazil-brazil-homes-xxl-04_06,Brazil Homes-Xxl 04_06,<p>Camiseta Brazil Homes-Xxl 04_06 - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:home,temporada:04-06",TRUE,Size,S,BRAZIL-----S,14,91447.00,128025.00,,active
brazil-brazil-homes-xxl-04_06,,,,,,,Size,M,BRAZIL-----M,21,91447.00,128025.00,,active
brazil-brazil-homes-xxl-04_06,,,,,,,Size,L,BRAZIL-----L,18,91447.00,128025.00,,active
brazil-brazil-homes-xxl-04_06,,,,,,,Size,XL,BRAZIL-----XL,10,91447.00,128025.00,,active
brazil-brazil-homes-xxl-04_06,,,,,,,Size,XXL,BRAZIL-----XXL,25,91447.00,128025.00,,active
brazil-brazil-lake-blue-sweatshirt-22_23-training-size-s-xxl,Brazil Lake Blue- Sweatshirt 22_23 Training (Size S-XXL),<p>Camiseta Brazil Lake Blue- Sweatshirt 22_23 Training (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:training,temporada:22-23",TRUE,Size,S,BRAZIL-----S,18,72859.00,102002.00,,active
brazil-brazil-lake-blue-sweatshirt-22_23-training-size-s-xxl,,,,,,,Size,M,BRAZIL-----M,10,72859.00,102002.00,,active
brazil-brazil-lake-blue-sweatshirt-22_23-training-size-s-xxl,,,,,,,Size,L,BRAZIL-----L,22,72859.00,102002.00,,active
brazil-brazil-lake-blue-sweatshirt-22_23-training-size-s-xxl,,,,,,,Size,XL,BRAZIL-----XL,19,72859.00,102002.00,,active
brazil-brazil-lake-blue-sweatshirt-22_23-training-size-s-xxl,,,,,,,Size,XXL,BRAZIL-----XXL,10,72859.00,102002.00,,active
brazil-brazil-royal-blue-jacket-22_23-size-s-xxl,Brazil Royal Blue - Jacket 22_23 (Size S-XXL),<p>Camiseta Brazil Royal Blue - Jacket 22_23 (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:home,temporada:22-23",TRUE,Size,S,BRAZIL-----S,23,77883.00,109036.00,,active
brazil-brazil-royal-blue-jacket-22_23-size-s-xxl,,,,,,,Size,M,BRAZIL-----M,11,77883.00,109036.00,,active
brazil-brazil-royal-blue-jacket-22_23-size-s-xxl,,,,,,,Size,L,BRAZIL-----L,29,77883.00,109036.00,,active
brazil-brazil-royal-blue-jacket-22_23-size-s-xxl,,,,,,,Size,XL,BRAZIL-----XL,14,77883.00,109036.00,,active
brazil-brazil-royal-blue-jacket-22_23-size-s-xxl,,,,,,,Size,XXL,BRAZIL-----XXL,27,77883.00,109036.00,,active
brazil-brazil-suit-fluorescent-green-training-size-s-xxl,Brazil Suit Fluorescent Green Training (Size S-XXL),<p>Camiseta Brazil Suit Fluorescent Green Training (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"brazil,liga:national-teams,tipo:training",TRUE,Size,S,BRAZIL-----S,26,65357.00,91499.00,,active
brazil-brazil-suit-fluorescent-green-training-size-s-xxl,,,,,,,Size,M,BRAZIL-----M,14,65357.00,91499.00,,active
brazil-brazil-suit-fluorescent-green-training-size-s-xxl,,,,,,,Size,L,BRAZIL-----L,22,65357.00,91499.00,,active
brazil-brazil-suit-fluorescent-green-training-size-s-xxl,,,,,,,Size,XL,BRAZIL-----XL,26,65357.00,91499.00,,active
brazil-brazil-suit-fluorescent-green-training-size-s-xxl,,,,,,,Size,XXL,BRAZIL-----XXL,19,65357.00,91499.00,,active
corinthians-corinthians-110th-anniversary-23_24-size-s-4xl,Corinthians 110Th Anniversary 23_24 (Size S-4XL),<p>Camiseta Corinthians 110Th Anniversary 23_24 (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:23-24",TRUE,Size,S,CORINTHIANS---S,26,85501.00,119701.00,,active
corinthians-corinthians-110th-anniversary-23_24-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,16,85501.00,119701.00,,active
corinthians-corinthians-110th-anniversary-23_24-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,16,85501.00,119701.00,,active
corinthians-corinthians-110th-anniversary-23_24-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,20,85501.00,119701.00,,active
corinthians-corinthians-110th-anniversary-23_24-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,26,85501.00,119701.00,,active
corinthians-corinthians-12_13-home-size-s-xxl,Corinthians 12_13 Home (Size S-XXL),<p>Camiseta Corinthians 12_13 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:12-13",TRUE,Size,S,CORINTHIANS---S,24,81055.00,113477.00,,active
corinthians-corinthians-12_13-home-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,17,81055.00,113477.00,,active
corinthians-corinthians-12_13-home-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,20,81055.00,113477.00,,active
corinthians-corinthians-12_13-home-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,19,81055.00,113477.00,,active
corinthians-corinthians-12_13-home-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,27,81055.00,113477.00,,active
corinthians-corinthians-2008-away-size-s-xxl,Corinthians 2008 Away (Size S-XXL),<p>Camiseta Corinthians 2008 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:retro",TRUE,Size,S,CORINTHIANS---S,15,87727.00,122817.00,,active
corinthians-corinthians-2008-away-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,19,87727.00,122817.00,,active
corinthians-corinthians-2008-away-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,23,87727.00,122817.00,,active
corinthians-corinthians-2008-away-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,18,87727.00,122817.00,,active
corinthians-corinthians-2008-away-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,18,87727.00,122817.00,,active
corinthians-corinthians-2010-100th-anniversary-size-s-xxl,Corinthians 2010 100Th Anniversary (Size S-XXL),<p>Camiseta Corinthians 2010 100Th Anniversary (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,CORINTHIANS---S,21,86853.00,121594.00,,active
corinthians-corinthians-2010-100th-anniversary-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,15,86853.00,121594.00,,active
corinthians-corinthians-2010-100th-anniversary-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,25,86853.00,121594.00,,active
corinthians-corinthians-2010-100th-anniversary-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,13,86853.00,121594.00,,active
corinthians-corinthians-2010-100th-anniversary-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,10,86853.00,121594.00,,active
corinthians-corinthians-2010-away-size-s-xxl,Corinthians 2010 Away (Size S-XXL),<p>Camiseta Corinthians 2010 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:retro",TRUE,Size,S,CORINTHIANS---S,11,87666.00,122732.00,,active
corinthians-corinthians-2010-away-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,22,87666.00,122732.00,,active
corinthians-corinthians-2010-away-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,16,87666.00,122732.00,,active
corinthians-corinthians-2010-away-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,10,87666.00,122732.00,,active
corinthians-corinthians-2010-away-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,25,87666.00,122732.00,,active
corinthians-corinthians-2010-home-size-s-xxl,Corinthians 2010 Home (Size S-XXL),<p>Camiseta Corinthians 2010 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,CORINTHIANS---S,18,88168.00,123435.00,,active
corinthians-corinthians-2010-home-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,17,88168.00,123435.00,,active
corinthians-corinthians-2010-home-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,10,88168.00,123435.00,,active
corinthians-corinthians-2010-home-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,24,88168.00,123435.00,,active
corinthians-corinthians-2010-home-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,20,88168.00,123435.00,,active
corinthians-corinthians-2010-orange-size-s-xxl,Corinthians 2010 Orange (Size S-XXL),<p>Camiseta Corinthians 2010 Orange (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,CORINTHIANS---S,25,92266.00,129172.00,,active
corinthians-corinthians-2010-orange-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,24,92266.00,129172.00,,active
corinthians-corinthians-2010-orange-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,18,92266.00,129172.00,,active
corinthians-corinthians-2010-orange-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,26,92266.00,129172.00,,active
corinthians-corinthians-2010-orange-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,24,92266.00,129172.00,,active
corinthians-corinthians-25_26-away-size-s-4xl,Corinthians 25_26 Away (Size S-4XL),<p>Camiseta Corinthians 25_26 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:25-26",TRUE,Size,S,CORINTHIANS---S,17,77114.00,107959.00,,active
corinthians-corinthians-25_26-away-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,10,77114.00,107959.00,,active
corinthians-corinthians-25_26-away-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,25,77114.00,107959.00,,active
corinthians-corinthians-25_26-away-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,26,77114.00,107959.00,,active
corinthians-corinthians-25_26-away-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,21,77114.00,107959.00,,active
corinthians-corinthians-99_00-away-size-s-xxl,Corinthians 99_00 Away (Size S-XXL),<p>Camiseta Corinthians 99_00 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:99-00",TRUE,Size,S,CORINTHIANS---S,18,83809.00,117332.00,,active
corinthians-corinthians-99_00-away-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,25,83809.00,117332.00,,active
corinthians-corinthians-99_00-away-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,18,83809.00,117332.00,,active
corinthians-corinthians-99_00-away-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,21,83809.00,117332.00,,active
corinthians-corinthians-99_00-away-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,13,83809.00,117332.00,,active
corinthians-corinthians-99_00-home-size-s-xxl,Corinthians 99_00 Home (Size S-XXL),<p>Camiseta Corinthians 99_00 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:99-00",TRUE,Size,S,CORINTHIANS---S,27,83718.00,117205.00,,active
corinthians-corinthians-99_00-home-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,22,83718.00,117205.00,,active
corinthians-corinthians-99_00-home-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,26,83718.00,117205.00,,active
corinthians-corinthians-99_00-home-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,29,83718.00,117205.00,,active
corinthians-corinthians-99_00-home-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,10,83718.00,117205.00,,active
corinthians-corinthians-all-sponsors-24_25-away-size-s-4xl,Corinthians All Sponsors 24_25 Away (Size S-4XL),<p>Camiseta Corinthians All Sponsors 24_25 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:24-25",TRUE,Size,S,CORINTHIANS---S,20,88266.00,123572.00,,active
corinthians-corinthians-all-sponsors-24_25-away-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,27,88266.00,123572.00,,active
corinthians-corinthians-all-sponsors-24_25-away-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,17,88266.00,123572.00,,active
corinthians-corinthians-all-sponsors-24_25-away-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,29,88266.00,123572.00,,active
corinthians-corinthians-all-sponsors-24_25-away-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,16,88266.00,123572.00,,active
corinthians-corinthians-all-sponsors-24_25-home-size-s-4xl,Corinthians All Sponsors 24_25 Home (Size S-4XL),<p>Camiseta Corinthians All Sponsors 24_25 Home (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:home,temporada:24-25",TRUE,Size,S,CORINTHIANS---S,15,93243.00,130540.00,,active
corinthians-corinthians-all-sponsors-24_25-home-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,14,93243.00,130540.00,,active
corinthians-corinthians-all-sponsors-24_25-home-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,29,93243.00,130540.00,,active
corinthians-corinthians-all-sponsors-24_25-home-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,22,93243.00,130540.00,,active
corinthians-corinthians-all-sponsors-24_25-home-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,13,93243.00,130540.00,,active
corinthians-corinthians-purple-25_26-training-size-s-4xl,Corinthians Purple 25_26 Training (Size S-4XL),<p>Camiseta Corinthians Purple 25_26 Training (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,CORINTHIANS---S,21,71721.00,100409.00,,active
corinthians-corinthians-purple-25_26-training-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,20,71721.00,100409.00,,active
corinthians-corinthians-purple-25_26-training-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,25,71721.00,100409.00,,active
corinthians-corinthians-purple-25_26-training-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,25,71721.00,100409.00,,active
corinthians-corinthians-purple-25_26-training-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,20,71721.00,100409.00,,active
corinthians-corinthians-third-11_12-away-size-s-xxl,Corinthians Third 11_12 Away (Size S-XXL),<p>Camiseta Corinthians Third 11_12 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:11-12",TRUE,Size,S,CORINTHIANS---S,18,86266.00,120772.00,,active
corinthians-corinthians-third-11_12-away-size-s-xxl,,,,,,,Size,M,CORINTHIANS---M,25,86266.00,120772.00,,active
corinthians-corinthians-third-11_12-away-size-s-xxl,,,,,,,Size,L,CORINTHIANS---L,11,86266.00,120772.00,,active
corinthians-corinthians-third-11_12-away-size-s-xxl,,,,,,,Size,XL,CORINTHIANS---XL,23,86266.00,120772.00,,active
corinthians-corinthians-third-11_12-away-size-s-xxl,,,,,,,Size,XXL,CORINTHIANS---XXL,25,86266.00,120772.00,,active
corinthians-corinthians-third-24_25-away-size-s-4xl,Corinthians Third 24_25 Away (Size S-4XL),<p>Camiseta Corinthians Third 24_25 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:24-25",TRUE,Size,S,CORINTHIANS---S,23,76776.00,107486.00,,active
corinthians-corinthians-third-24_25-away-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,24,76776.00,107486.00,,active
corinthians-corinthians-third-24_25-away-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,28,76776.00,107486.00,,active
corinthians-corinthians-third-24_25-away-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,28,76776.00,107486.00,,active
corinthians-corinthians-third-24_25-away-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,16,76776.00,107486.00,,active
corinthians-corinthians-third-25_26-away-size-s-4xl,Corinthians Third 25_26 Away (Size S-4XL),<p>Camiseta Corinthians Third 25_26 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"corinthians,liga:brasileirao,tipo:away,temporada:25-26",TRUE,Size,S,CORINTHIANS---S,26,78516.00,109922.00,,active
corinthians-corinthians-third-25_26-away-size-s-4xl,,,,,,,Size,M,CORINTHIANS---M,17,78516.00,109922.00,,active
corinthians-corinthians-third-25_26-away-size-s-4xl,,,,,,,Size,L,CORINTHIANS---L,27,78516.00,109922.00,,active
corinthians-corinthians-third-25_26-away-size-s-4xl,,,,,,,Size,XL,CORINTHIANS---XL,23,78516.00,109922.00,,active
corinthians-corinthians-third-25_26-away-size-s-4xl,,,,,,,Size,XXL,CORINTHIANS---XXL,12,78516.00,109922.00,,active
flamengo-1999-flamengo-home-size-s-xxl,1999 Flamengo Home (Size S-XXL),<p>Camiseta 1999 Flamengo Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,FLAMENGO--1999--S,24,96731.00,135423.00,,active
flamengo-1999-flamengo-home-size-s-xxl,,,,,,,Size,M,FLAMENGO--1999--M,16,96731.00,135423.00,,active
flamengo-1999-flamengo-home-size-s-xxl,,,,,,,Size,L,FLAMENGO--1999--L,29,96731.00,135423.00,,active
flamengo-1999-flamengo-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO--1999--XL,26,96731.00,135423.00,,active
flamengo-1999-flamengo-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO--1999--XXL,25,96731.00,135423.00,,active
flamengo-flamengo-00_01-home-size-s-xxl,Flamengo 00_01 Home (Size S-XXL),<p>Camiseta Flamengo 00_01 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:00-01",TRUE,Size,S,FLAMENGO---00-S,27,77795.00,108913.00,,active
flamengo-flamengo-00_01-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---00-M,26,77795.00,108913.00,,active
flamengo-flamengo-00_01-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---00-L,19,77795.00,108913.00,,active
flamengo-flamengo-00_01-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---00-XL,10,77795.00,108913.00,,active
flamengo-flamengo-00_01-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---00-XXL,12,77795.00,108913.00,,active
flamengo-flamengo-01_02-away-size-s-xxl,Flamengo 01_02 Away (Size S-XXL),<p>Camiseta Flamengo 01_02 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:01-02",TRUE,Size,S,FLAMENGO---01-S,13,94266.00,131972.00,,active
flamengo-flamengo-01_02-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---01-M,15,94266.00,131972.00,,active
flamengo-flamengo-01_02-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---01-L,14,94266.00,131972.00,,active
flamengo-flamengo-01_02-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---01-XL,18,94266.00,131972.00,,active
flamengo-flamengo-01_02-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---01-XXL,28,94266.00,131972.00,,active
flamengo-flamengo-02_03-home-size-s-xxl,Flamengo 02_03 Home (Size S-XXL),<p>Camiseta Flamengo 02_03 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:02-03",TRUE,Size,S,FLAMENGO---02-S,10,81532.00,114144.00,,active
flamengo-flamengo-02_03-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---02-M,13,81532.00,114144.00,,active
flamengo-flamengo-02_03-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---02-L,11,81532.00,114144.00,,active
flamengo-flamengo-02_03-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---02-XL,21,81532.00,114144.00,,active
flamengo-flamengo-02_03-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---02-XXL,24,81532.00,114144.00,,active
flamengo-flamengo-08_09-away-size-s-xxl,Flamengo 08_09 Away (Size S-XXL),<p>Camiseta Flamengo 08_09 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:08-09",TRUE,Size,S,FLAMENGO---08-S,26,93830.00,131362.00,,active
flamengo-flamengo-08_09-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---08-M,11,93830.00,131362.00,,active
flamengo-flamengo-08_09-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---08-L,14,93830.00,131362.00,,active
flamengo-flamengo-08_09-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---08-XL,20,93830.00,131362.00,,active
flamengo-flamengo-08_09-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---08-XXL,20,93830.00,131362.00,,active
flamengo-flamengo-08_09-home-size-s-xxl,Flamengo 08_09 Home (Size S-XXL),<p>Camiseta Flamengo 08_09 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:08-09",TRUE,Size,S,FLAMENGO---08-S,20,79945.00,111923.00,,active
flamengo-flamengo-08_09-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---08-M,16,79945.00,111923.00,,active
flamengo-flamengo-08_09-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---08-L,20,79945.00,111923.00,,active
flamengo-flamengo-08_09-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---08-XL,17,79945.00,111923.00,,active
flamengo-flamengo-08_09-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---08-XXL,27,79945.00,111923.00,,active
flamengo-flamengo-08_09-home-long-sleeve-size-s-xxl,Flamengo 08_09 Home Long Sleeve (Size S-XXL),<p>Camiseta Flamengo 08_09 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,tipo:manga-longa,temporada:08-09",TRUE,Size,S,FLAMENGO---08-S,18,89579.00,125410.00,,active
flamengo-flamengo-08_09-home-long-sleeve-size-s-xxl,,,,,,,Size,M,FLAMENGO---08-M,21,89579.00,125410.00,,active
flamengo-flamengo-08_09-home-long-sleeve-size-s-xxl,,,,,,,Size,L,FLAMENGO---08-L,13,89579.00,125410.00,,active
flamengo-flamengo-08_09-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,FLAMENGO---08-XL,10,89579.00,125410.00,,active
flamengo-flamengo-08_09-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---08-XXL,15,89579.00,125410.00,,active
flamengo-flamengo-09_10-home-size-s-xxl,Flamengo 09_10 Home (Size S-XXL),<p>Camiseta Flamengo 09_10 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:09-10",TRUE,Size,S,FLAMENGO---09-S,21,77689.00,108764.00,,active
flamengo-flamengo-09_10-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---09-M,14,77689.00,108764.00,,active
flamengo-flamengo-09_10-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---09-L,18,77689.00,108764.00,,active
flamengo-flamengo-09_10-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---09-XL,17,77689.00,108764.00,,active
flamengo-flamengo-09_10-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---09-XXL,18,77689.00,108764.00,,active
flamengo-flamengo-15_16-away-size-s-xxl,Flamengo 15_16 Away (Size S-XXL),<p>Camiseta Flamengo 15_16 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:15-16",TRUE,Size,S,FLAMENGO---15-S,25,83187.00,116461.00,,active
flamengo-flamengo-15_16-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---15-M,22,83187.00,116461.00,,active
flamengo-flamengo-15_16-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---15-L,26,83187.00,116461.00,,active
flamengo-flamengo-15_16-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---15-XL,11,83187.00,116461.00,,active
flamengo-flamengo-15_16-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---15-XXL,28,83187.00,116461.00,,active
flamengo-flamengo-1994-home-size-s-xxl,Flamengo 1994 Home (Size S-XXL),<p>Camiseta Flamengo 1994 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,FLAMENGO---19-S,27,107869.00,151016.00,,active
flamengo-flamengo-1994-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---19-M,13,107869.00,151016.00,,active
flamengo-flamengo-1994-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---19-L,23,107869.00,151016.00,,active
flamengo-flamengo-1994-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---19-XL,13,107869.00,151016.00,,active
flamengo-flamengo-1994-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---19-XXL,23,107869.00,151016.00,,active
